'Elapsed time','MLII','V1',
'12:33.103',-0.31,0.18,11111111100110100110000
'12:33.106',-0.29,0.19,11111111101000001110000
'12:33.108',-0.285,0.17,11111111101000101000000
'12:33.111',-0.305,0.165,11111111100111000000000
'12:33.114',-0.325,0.165,11111111100101011000000
'12:33.117',-0.33,0.16,11111111100100111100000
'12:33.119',-0.32,0.15,11111111100101110010000
'12:33.122',-0.315,0.17,11111111100110001100000
'12:33.125',-0.31,0.16,11111111100110100110000
'12:33.128',-0.315,0.145,11111111100110001100000
'12:33.131',-0.335,0.13,11111111100100100010000
'12:33.133',-0.325,0.14,11111111100101011000000
'12:33.136',-0.315,0.165,11111111100110001100000
'12:33.139',-0.3,0.165,11111111100111011010000
'12:33.142',-0.3,0.155,11111111100111011010000
'12:33.144',-0.3,0.15,11111111100111011010000
'12:33.147',-0.315,0.135,11111111100110001100000
'12:33.150',-0.31,0.135,11111111100110100110000
'12:33.153',-0.3,0.145,11111111100111011010000
'12:33.156',-0.29,0.17,11111111101000001110000
'12:33.158',-0.29,0.16,11111111101000001110000
'12:33.161',-0.3,0.155,11111111100111011010000
'12:33.164',-0.305,0.135,11111111100111000000000
'12:33.167',-0.32,0.155,11111111100101110010000
'12:33.169',-0.295,0.165,11111111100111110100000
'12:33.172',-0.285,0.175,11111111101000101000000
'12:33.175',-0.29,0.18,11111111101000001110000
'12:33.178',-0.3,0.16,11111111100111011010000
'12:33.181',-0.32,0.145,11111111100101110010000
'12:33.183',-0.32,0.155,11111111100101110010000
'12:33.186',-0.305,0.155,11111111100111000000000
'12:33.189',-0.28,0.17,11111111101001000010000
'12:33.192',-0.285,0.16,11111111101000101000000
'12:33.194',-0.31,0.135,11111111100110100110000
'12:33.197',-0.3,0.135,11111111100111011010000
'12:33.200',-0.32,0.15,11111111100101110010000
'12:33.203',-0.3,0.17,11111111100111011010000
'12:33.206',-0.29,0.19,11111111101000001110000
'12:33.208',-0.29,0.175,11111111101000001110000
'12:33.211',-0.295,0.145,11111111100111110100000
'12:33.214',-0.305,0.14,11111111100111000000000
'12:33.217',-0.305,0.145,11111111100111000000000
'12:33.219',-0.3,0.165,11111111100111011010000
'12:33.222',-0.3,0.185,11111111100111011010000
'12:33.225',-0.29,0.175,11111111101000001110000
'12:33.228',-0.3,0.17,11111111100111011010000
'12:33.231',-0.31,0.16,11111111100110100110000
'12:33.233',-0.32,0.165,11111111100101110010000
'12:33.236',-0.305,0.18,11111111100111000000000
'12:33.239',-0.29,0.195,11111111101000001110000
'12:33.242',-0.295,0.175,11111111100111110100000
'12:33.244',-0.305,0.17,11111111100111000000000
'12:33.247',-0.325,0.16,11111111100101011000000
'12:33.250',-0.325,0.165,11111111100101011000000
'12:33.253',-0.32,0.185,11111111100101110010000
'12:33.256',-0.305,0.2,11111111100111000000000
'12:33.258',-0.305,0.185,11111111100111000000000
'12:33.261',-0.32,0.165,11111111100101110010000
'12:33.264',-0.335,0.165,11111111100100100010000
'12:33.267',-0.36,0.17,11111111100010100000000
'12:33.269',-0.355,0.18,11111111100010111010000
'12:33.272',-0.335,0.195,11111111100100100010000
'12:33.275',-0.33,0.185,11111111100100111100000
'12:33.278',-0.34,0.175,11111111100100001000000
'12:33.281',-0.355,0.175,11111111100010111010000
'12:33.283',-0.365,0.17,11111111100010000110000
'12:33.286',-0.36,0.18,11111111100010100000000
'12:33.289',-0.37,0.19,11111111100001101100000
'12:33.292',-0.38,0.185,11111111100000110110000
'12:33.294',-0.405,0.185,11111111011110110100000
'12:33.297',-0.4,0.175,11111111011111001110000
'12:33.300',-0.4,0.195,11111111011111001110000
'12:33.303',-0.4,0.205,11111111011111001110000
'12:33.306',-0.385,0.21,11111111100000011100000
'12:33.308',-0.375,0.2,11111111100001010000000
'12:33.311',-0.39,0.18,11111111100000000010000
'12:33.314',-0.39,0.17,11111111100000000010000
'12:33.317',-0.405,0.19,11111111011110110100000
'12:33.319',-0.39,0.205,11111111100000000010000
'12:33.322',-0.36,0.215,11111111100010100000000
'12:33.325',-0.365,0.2,11111111100010000110000
'12:33.328',-0.36,0.19,11111111100010100000000
'12:33.331',-0.375,0.165,11111111100001010000000
'12:33.333',-0.37,0.175,11111111100001101100000
'12:33.336',-0.345,0.19,11111111100011101110000
'12:33.339',-0.315,0.19,11111111100110001100000
'12:33.342',-0.315,0.175,11111111100110001100000
'12:33.344',-0.305,0.155,11111111100111000000000
'12:33.347',-0.32,0.15,11111111100101110010000
'12:33.350',-0.325,0.145,11111111100101011000000
'12:33.353',-0.305,0.155,11111111100111000000000
'12:33.356',-0.295,0.16,11111111100111110100000
'12:33.358',-0.285,0.145,11111111101000101000000
'12:33.361',-0.27,0.14,11111111101001111000000
'12:33.364',-0.285,0.115,11111111101000101000000
'12:33.367',-0.29,0.14,11111111101000001110000
'12:33.369',-0.265,0.15,11111111101010010010000
'12:33.372',-0.235,0.155,11111111101100101110000
'12:33.375',-0.22,0.14,11111111101101111110000
'12:33.378',-0.235,0.14,11111111101100101110000
'12:33.381',-0.225,0.13,11111111101101100100000
'12:33.383',-0.25,0.13,11111111101011100000000
'12:33.386',-0.23,0.155,11111111101101001010000
'12:33.389',-0.23,0.155,11111111101101001010000
'12:33.392',-0.215,0.16,11111111101110011000000
'12:33.394',-0.225,0.14,11111111101101100100000
'12:33.397',-0.22,0.12,11111111101101111110000
'12:33.400',-0.225,0.12,11111111101101100100000
'12:33.403',-0.215,0.125,11111111101110011000000
'12:33.406',-0.2,0.135,11111111101111100110000
'12:33.408',-0.185,0.14,11111111110000110110000
'12:33.411',-0.195,0.135,11111111110000000000000
'12:33.414',-0.2,0.125,11111111101111100110000
'12:33.417',-0.2,0.13,11111111101111100110000
'12:33.419',-0.185,0.125,11111111110000110110000
'12:33.422',-0.17,0.14,11111111110010000100000
'12:33.425',-0.17,0.135,11111111110010000100000
'12:33.428',-0.175,0.115,11111111110001101010000
'12:33.431',-0.18,0.125,11111111110001010000000
'12:33.433',-0.19,0.13,11111111110000011010000
'12:33.436',-0.18,0.135,11111111110001010000000
'12:33.439',-0.165,0.155,11111111110010011110000
'12:33.442',-0.155,0.16,11111111110011010010000
'12:33.444',-0.16,0.14,11111111110010111000000
'12:33.447',-0.165,0.12,11111111110010011110000
'12:33.450',-0.16,0.13,11111111110010111000000
'12:33.453',-0.15,0.135,11111111110011101100000
'12:33.456',-0.135,0.13,11111111110100111100000
'12:33.458',-0.145,0.13,11111111110100000110000
'12:33.461',-0.15,0.12,11111111110011101100000
'12:33.464',-0.165,0.12,11111111110010011110000
'12:33.467',-0.165,0.13,11111111110010011110000
'12:33.469',-0.15,0.155,11111111110011101100000
'12:33.472',-0.135,0.16,11111111110100111100000
'12:33.475',-0.14,0.14,11111111110100100000000
'12:33.478',-0.14,0.13,11111111110100100000000
'12:33.481',-0.15,0.11,11111111110011101100000
'12:33.483',-0.15,0.12,11111111110011101100000
'12:33.486',-0.14,0.135,11111111110100100000000
'12:33.489',-0.13,0.145,11111111110101010110000
'12:33.492',-0.135,0.135,11111111110100111100000
'12:33.494',-0.14,0.13,11111111110100100000000
'12:33.497',-0.15,0.12,11111111110011101100000
'12:33.500',-0.155,0.12,11111111110011010010000
'12:33.503',-0.135,0.13,11111111110100111100000
'12:33.506',-0.125,0.135,11111111110101110000000
'12:33.508',-0.125,0.15,11111111110101110000000
'12:33.511',-0.14,0.135,11111111110100100000000
'12:33.514',-0.15,0.13,11111111110011101100000
'12:33.517',-0.15,0.145,11111111110011101100000
'12:33.519',-0.13,0.14,11111111110101010110000
'12:33.522',-0.11,0.16,11111111110110111110000
'12:33.525',-0.115,0.15,11111111110110100100000
'12:33.528',-0.135,0.125,11111111110100111100000
'12:33.531',-0.145,0.12,11111111110100000110000
'12:33.533',-0.145,0.135,11111111110100000110000
'12:33.536',-0.125,0.135,11111111110101110000000
'12:33.539',-0.11,0.17,11111111110110111110000
'12:33.542',-0.11,0.135,11111111110110111110000
'12:33.544',-0.125,0.14,11111111110101110000000
'12:33.547',-0.135,0.12,11111111110100111100000
'12:33.550',-0.125,0.125,11111111110101110000000
'12:33.553',-0.12,0.14,11111111110110001010000
'12:33.556',-0.115,0.15,11111111110110100100000
'12:33.558',-0.125,0.14,11111111110101110000000
'12:33.561',-0.13,0.135,11111111110101010110000
'12:33.564',-0.13,0.13,11111111110101010110000
'12:33.567',-0.13,0.14,11111111110101010110000
'12:33.569',-0.12,0.15,11111111110110001010000
'12:33.572',-0.125,0.15,11111111110101110000000
'12:33.575',-0.115,0.15,11111111110110100100000
'12:33.578',-0.12,0.145,11111111110110001010000
'12:33.581',-0.14,0.135,11111111110100100000000
'12:33.583',-0.145,0.145,11111111110100000110000
'12:33.586',-0.12,0.155,11111111110110001010000
'12:33.589',-0.115,0.17,11111111110110100100000
'12:33.592',-0.115,0.165,11111111110110100100000
'12:33.594',-0.105,0.145,11111111110111011000000
'12:33.597',-0.12,0.14,11111111110110001010000
'12:33.600',-0.12,0.135,11111111110110001010000
'12:33.603',-0.125,0.145,11111111110101110000000
'12:33.606',-0.1,0.16,11111111110111110010000
'12:33.608',-0.095,0.155,11111111111000001100000
'12:33.611',-0.1,0.145,11111111110111110010000
'12:33.614',-0.115,0.115,11111111110110100100000
'12:33.617',-0.13,0.125,11111111110101010110000
'12:33.619',-0.115,0.135,11111111110110100100000
'12:33.622',-0.1,0.145,11111111110111110010000
'12:33.625',-0.1,0.135,11111111110111110010000
'12:33.628',-0.115,0.125,11111111110110100100000
'12:33.631',-0.125,0.115,11111111110101110000000
'12:33.633',-0.125,0.13,11111111110101110000000
'12:33.636',-0.115,0.145,11111111110110100100000
'12:33.639',-0.105,0.15,11111111110111011000000
'12:33.642',-0.095,0.155,11111111111000001100000
'12:33.644',-0.125,0.13,11111111110101110000000
'12:33.647',-0.115,0.12,11111111110110100100000
'12:33.650',-0.12,0.125,11111111110110001010000
'12:33.653',-0.115,0.14,11111111110110100100000
'12:33.656',-0.105,0.15,11111111110111011000000
'12:33.658',-0.105,0.15,11111111110111011000000
'12:33.661',-0.1,0.14,11111111110111110010000
'12:33.664',-0.115,0.125,11111111110110100100000
'12:33.667',-0.12,0.135,11111111110110001010000
'12:33.669',-0.105,0.125,11111111110111011000000
'12:33.672',-0.115,0.16,11111111110110100100000
'12:33.675',-0.1,0.14,11111111110111110010000
'12:33.678',-0.115,0.145,11111111110110100100000
'12:33.681',-0.115,0.13,11111111110110100100000
'12:33.683',-0.11,0.135,11111111110110111110000
'12:33.686',-0.09,0.145,11111111111000101000000
'12:33.689',-0.085,0.145,11111111111001000010000
'12:33.692',-0.085,0.13,11111111111001000010000
'12:33.694',-0.12,0.13,11111111110110001010000
'12:33.697',-0.135,0.12,11111111110100111100000
'12:33.700',-0.125,0.14,11111111110101110000000
'12:33.703',-0.105,0.16,11111111110111011000000
'12:33.706',-0.085,0.155,11111111111001000010000
'12:33.708',-0.095,0.155,11111111111000001100000
'12:33.711',-0.105,0.145,11111111110111011000000
'12:33.714',-0.11,0.14,11111111110110111110000
'12:33.717',-0.12,0.135,11111111110110001010000
'12:33.719',-0.115,0.14,11111111110110100100000
'12:33.722',-0.09,0.15,11111111111000101000000
'12:33.725',-0.08,0.15,11111111111001011100000
'12:33.728',-0.09,0.14,11111111111000101000000
'12:33.731',-0.11,0.135,11111111110110111110000
'12:33.733',-0.115,0.13,11111111110110100100000
'12:33.736',-0.1,0.14,11111111110111110010000
'12:33.739',-0.085,0.145,11111111111001000010000
'12:33.742',-0.09,0.135,11111111111000101000000
'12:33.744',-0.09,0.125,11111111111000101000000
'12:33.747',-0.115,0.125,11111111110110100100000
'12:33.750',-0.115,0.14,11111111110110100100000
'12:33.753',-0.105,0.135,11111111110111011000000
'12:33.756',-0.095,0.16,11111111111000001100000
'12:33.758',-0.095,0.14,11111111111000001100000
'12:33.761',-0.095,0.135,11111111111000001100000
'12:33.764',-0.1,0.13,11111111110111110010000
'12:33.767',-0.105,0.125,11111111110111011000000
'12:33.769',-0.105,0.145,11111111110111011000000
'12:33.772',-0.095,0.15,11111111111000001100000
'12:33.775',-0.095,0.135,11111111111000001100000
'12:33.778',-0.095,0.125,11111111111000001100000
'12:33.781',-0.115,0.12,11111111110110100100000
'12:33.783',-0.125,0.135,11111111110101110000000
'12:33.786',-0.095,0.14,11111111111000001100000
'12:33.789',-0.08,0.15,11111111111001011100000
'12:33.792',-0.085,0.15,11111111111001000010000
'12:33.794',-0.095,0.135,11111111111000001100000
'12:33.797',-0.11,0.125,11111111110110111110000
'12:33.800',-0.11,0.14,11111111110110111110000
'12:33.803',-0.1,0.145,11111111110111110010000
'12:33.806',-0.085,0.155,11111111111001000010000
'12:33.808',-0.09,0.14,11111111111000101000000
'12:33.811',-0.08,0.125,11111111111001011100000
'12:33.814',-0.105,0.12,11111111110111011000000
'12:33.817',-0.13,0.125,11111111110101010110000
'12:33.819',-0.09,0.135,11111111111000101000000
'12:33.822',-0.075,0.17,11111111111001110110000
'12:33.825',-0.08,0.15,11111111111001011100000
'12:33.828',-0.085,0.135,11111111111001000010000
'12:33.831',-0.1,0.125,11111111110111110010000
'12:33.833',-0.095,0.135,11111111111000001100000
'12:33.836',-0.1,0.14,11111111110111110010000
'12:33.839',-0.09,0.155,11111111111000101000000
'12:33.842',-0.08,0.15,11111111111001011100000
'12:33.844',-0.075,0.135,11111111111001110110000
'12:33.847',-0.1,0.125,11111111110111110010000
'12:33.850',-0.095,0.135,11111111111000001100000
'12:33.853',-0.095,0.14,11111111111000001100000
'12:33.856',-0.085,0.15,11111111111001000010000
'12:33.858',-0.08,0.15,11111111111001011100000
'12:33.861',-0.075,0.145,11111111111001110110000
'12:33.864',-0.095,0.125,11111111111000001100000
'12:33.867',-0.1,0.135,11111111110111110010000
'12:33.869',-0.09,0.145,11111111111000101000000
'12:33.872',-0.08,0.165,11111111111001011100000
'12:33.875',-0.08,0.155,11111111111001011100000
'12:33.878',-0.09,0.135,11111111111000101000000
'12:33.881',-0.09,0.115,11111111111000101000000
'12:33.883',-0.08,0.135,11111111111001011100000
'12:33.886',-0.07,0.145,11111111111010010000000
'12:33.889',-0.055,0.165,11111111111011011110000
'12:33.892',-0.055,0.16,11111111111011011110000
'12:33.894',-0.06,0.155,11111111111011000100000
'12:33.897',-0.075,0.145,11111111111001110110000
'12:33.900',-0.08,0.16,11111111111001011100000
'12:33.903',-0.055,0.175,11111111111011011110000
'12:33.906',-0.05,0.185,11111111111011111000000
'12:33.908',-0.04,0.185,11111111111100101110000
'12:33.911',-0.05,0.165,11111111111011111000000
'12:33.914',-0.055,0.15,11111111111011011110000
'12:33.917',-0.05,0.145,11111111111011111000000
'12:33.919',-0.03,0.16,11111111111101100010000
'12:33.922',0,0.165,00000000000000000000000
'12:33.925',0.015,0.165,00000000000001001110000
'12:33.928',0.02,0.15,00000000000001101000000
'12:33.931',0.025,0.125,00000000000010000010000
'12:33.933',0.045,0.115,00000000000011101010000
'12:33.936',0.07,0.09,00000000000101101110000
'12:33.939',0.09,0.09,00000000000111010110000
'12:33.942',0.1,0.085,00000000001000001100000
'12:33.944',0.085,0.07,00000000000110111100000
'12:33.947',0.07,0.065,00000000000101101110000
'12:33.950',0.055,0.075,00000000000100100000000
'12:33.953',0.06,0.085,00000000000100111010000
'12:33.956',0.07,0.11,00000000000101101110000
'12:33.958',0.085,0.11,00000000000110111100000
'12:33.961',0.045,0.105,00000000000011101010000
'12:33.964',0.025,0.115,00000000000010000010000
'12:33.967',0.015,0.135,00000000000001001110000
'12:33.969',0.03,0.15,00000000000010011100000
'12:33.972',0.015,0.165,00000000000001001110000
'12:33.975',-0.005,0.15,11111111111111100100000
'12:33.978',-0.025,0.135,11111111111101111100000
'12:33.981',-0.055,0.115,11111111111011011110000
'12:33.983',-0.075,0.13,11111111111001110110000
'12:33.986',-0.095,0.14,11111111111000001100000
'12:33.989',-0.075,0.15,11111111111001110110000
'12:33.992',-0.08,0.145,11111111111001011100000
'12:33.994',-0.09,0.13,11111111111000101000000
'12:33.997',-0.1,0.125,11111111110111110010000
'12:34.000',-0.12,0.12,11111111110110001010000
'12:34.003',-0.11,0.145,11111111110110111110000
'12:34.006',-0.09,0.15,11111111111000101000000
'12:34.008',-0.08,0.15,11111111111001011100000
'12:34.011',-0.095,0.145,11111111111000001100000
'12:34.014',-0.095,0.155,11111111111000001100000
'12:34.017',-0.09,0.205,11111111111000101000000
'12:34.019',-0.08,0.26,11111111111001011100000
'12:34.022',-0.07,0.29,11111111111010010000000
'12:34.025',-0.05,0.255,11111111111011111000000
'12:34.028',-0.065,0.185,11111111111010101010000
'12:34.031',-0.075,0.07,11111111111001110110000
'12:34.033',-0.04,-0.065,11111111111100101110000
'12:34.036',0.02,-0.235,00000000000001101000000
'12:34.039',0.165,-0.41,00000000001101100000000
'12:34.042',0.32,-0.58,00000000011010001100000
'12:34.044',0.455,-0.73,00000000100101010000000
'12:34.047',0.57,-0.815,00000000101110101100000
'12:34.050',0.67,-0.8,00000000110110111000000
'12:34.053',0.745,-0.76,00000000111101000000000
'12:34.056',0.745,-0.65,00000000111101000000000
'12:34.058',0.645,-0.56,00000000110100110100000
'12:34.061',0.445,-0.435,00000000100100011100000
'12:34.064',0.195,-0.325,00000000001111111110000
'12:34.067',0,-0.16,00000000000000000000000
'12:34.069',-0.065,-0.005,11111111111010101010000
'12:34.072',-0.095,0.12,11111111111000001100000
'12:34.075',-0.085,0.18,11111111111001000010000
'12:34.078',-0.09,0.2,11111111111000101000000
'12:34.081',-0.085,0.2,11111111111001000010000
'12:34.083',-0.095,0.215,11111111111000001100000
'12:34.086',-0.1,0.22,11111111110111110010000
'12:34.089',-0.08,0.23,11111111111001011100000
'12:34.092',-0.09,0.225,11111111111000101000000
'12:34.094',-0.11,0.225,11111111110110111110000
'12:34.097',-0.125,0.21,11111111110101110000000
'12:34.100',-0.12,0.225,11111111110110001010000
'12:34.103',-0.105,0.23,11111111110111011000000
'12:34.106',-0.08,0.25,11111111111001011100000
'12:34.108',-0.085,0.245,11111111111001000010000
'12:34.111',-0.1,0.215,11111111110111110010000
'12:34.114',-0.115,0.215,11111111110110100100000
'12:34.117',-0.11,0.225,11111111110110111110000
'12:34.119',-0.09,0.25,11111111111000101000000
'12:34.122',-0.075,0.25,11111111111001110110000
'12:34.125',-0.075,0.25,11111111111001110110000
'12:34.128',-0.09,0.225,11111111111000101000000
'12:34.131',-0.12,0.22,11111111110110001010000
'12:34.133',-0.1,0.23,11111111110111110010000
'12:34.136',-0.08,0.24,11111111111001011100000
'12:34.139',-0.07,0.245,11111111111010010000000
'12:34.142',-0.07,0.255,11111111111010010000000
'12:34.144',-0.07,0.23,11111111111010010000000
'12:34.147',-0.085,0.225,11111111111001000010000
'12:34.150',-0.095,0.22,11111111111000001100000
'12:34.153',-0.09,0.24,11111111111000101000000
'12:34.156',-0.08,0.25,11111111111001011100000
'12:34.158',-0.08,0.235,11111111111001011100000
'12:34.161',-0.07,0.23,11111111111010010000000
'12:34.164',-0.08,0.23,11111111111001011100000
'12:34.167',-0.075,0.225,11111111111001110110000
'12:34.169',-0.07,0.24,11111111111010010000000
'12:34.172',-0.065,0.26,11111111111010101010000
'12:34.175',-0.05,0.245,11111111111011111000000
'12:34.178',-0.055,0.24,11111111111011011110000
'12:34.181',-0.075,0.225,11111111111001110110000
'12:34.183',-0.065,0.23,11111111111010101010000
'12:34.186',-0.055,0.235,11111111111011011110000
'12:34.189',-0.05,0.245,11111111111011111000000
'12:34.192',-0.05,0.235,11111111111011111000000
'12:34.194',-0.05,0.23,11111111111011111000000
'12:34.197',-0.065,0.215,11111111111010101010000
'12:34.200',-0.065,0.22,11111111111010101010000
'12:34.203',-0.07,0.24,11111111111010010000000
'12:34.206',-0.045,0.245,11111111111100010100000
'12:34.208',-0.045,0.235,11111111111100010100000
'12:34.211',-0.055,0.235,11111111111011011110000
'12:34.214',-0.075,0.205,11111111111001110110000
'12:34.217',-0.07,0.21,11111111111010010000000
'12:34.219',-0.055,0.25,11111111111011011110000
'12:34.222',-0.035,0.24,11111111111101001000000
'12:34.225',-0.035,0.22,11111111111101001000000
'12:34.228',-0.045,0.215,11111111111100010100000
'12:34.231',-0.055,0.205,11111111111011011110000
'12:34.233',-0.07,0.215,11111111111010010000000
'12:34.236',-0.065,0.23,11111111111010101010000
'12:34.239',-0.055,0.245,11111111111011011110000
'12:34.242',-0.03,0.24,11111111111101100010000
'12:34.244',-0.04,0.22,11111111111100101110000
'12:34.247',-0.06,0.21,11111111111011000100000
'12:34.250',-0.06,0.22,11111111111011000100000
'12:34.253',-0.04,0.235,11111111111100101110000
'12:34.256',-0.03,0.23,11111111111101100010000
'12:34.258',-0.035,0.23,11111111111101001000000
'12:34.261',-0.04,0.215,11111111111100101110000
'12:34.264',-0.05,0.205,11111111111011111000000
'12:34.267',-0.06,0.225,11111111111011000100000
'12:34.269',-0.04,0.23,11111111111100101110000
'12:34.272',-0.025,0.24,11111111111101111100000
'12:34.275',-0.04,0.225,11111111111100101110000
'12:34.278',-0.05,0.21,11111111111011111000000
'12:34.281',-0.06,0.21,11111111111011000100000
'12:34.283',-0.055,0.21,11111111111011011110000
'12:34.286',-0.035,0.225,11111111111101001000000
'12:34.289',-0.025,0.23,11111111111101111100000
'12:34.292',-0.01,0.22,11111111111111001010000
'12:34.294',-0.01,0.195,11111111111111001010000
'12:34.297',-0.035,0.2,11111111111101001000000
'12:34.300',-0.03,0.2,11111111111101100010000
'12:34.303',-0.03,0.21,11111111111101100010000
'12:34.306',-0.005,0.225,11111111111111100100000
'12:34.308',0.015,0.22,00000000000001001110000
'12:34.311',0,0.21,00000000000000000000000
'12:34.314',-0.005,0.205,11111111111111100100000
'12:34.317',0.005,0.205,00000000000000011010000
'12:34.319',0.025,0.215,00000000000010000010000
'12:34.322',0.05,0.24,00000000000100000110000
'12:34.325',0.045,0.215,00000000000011101010000
'12:34.328',0.02,0.195,00000000000001101000000
'12:34.331',-0.01,0.18,11111111111111001010000
'12:34.333',-0.035,0.195,11111111111101001000000
'12:34.336',-0.04,0.2,11111111111100101110000
'12:34.339',-0.035,0.225,11111111111101001000000
'12:34.342',-0.025,0.225,11111111111101111100000
'12:34.344',-0.04,0.215,11111111111100101110000
'12:34.347',-0.045,0.205,11111111111100010100000
'12:34.350',-0.055,0.23,11111111111011011110000
'12:34.353',-0.045,0.26,11111111111100010100000
'12:34.356',-0.045,0.285,11111111111100010100000
'12:34.358',-0.04,0.26,11111111111100101110000
'12:34.361',-0.07,0.22,11111111111010010000000
'12:34.364',-0.1,0.19,11111111110111110010000
'12:34.367',-0.14,0.175,11111111110100100000000
'12:34.369',-0.145,0.17,11111111110100000110000
'12:34.372',-0.135,0.17,11111111110100111100000
'12:34.375',-0.16,0.14,11111111110010111000000
'12:34.378',-0.165,0.13,11111111110010011110000
'12:34.381',-0.195,0.115,11111111110000000000000
'12:34.383',-0.21,0.115,11111111101110110010000
'12:34.386',-0.205,0.13,11111111101111001100000
'12:34.389',-0.21,0.14,11111111101110110010000
'12:34.392',-0.215,0.125,11111111101110011000000
'12:34.394',-0.205,0.125,11111111101111001100000
'12:34.397',-0.21,0.115,11111111101110110010000
'12:34.400',-0.21,0.12,11111111101110110010000
'12:34.403',-0.205,0.14,11111111101111001100000
'12:34.406',-0.2,0.145,11111111101111100110000
'12:34.408',-0.18,0.135,11111111110001010000000
'12:34.411',-0.205,0.13,11111111101111001100000
'12:34.414',-0.2,0.13,11111111101111100110000
'12:34.417',-0.195,0.11,11111111110000000000000
'12:34.419',-0.18,0.125,11111111110001010000000
'12:34.422',-0.16,0.145,11111111110010111000000
'12:34.425',-0.165,0.145,11111111110010011110000
'12:34.428',-0.17,0.135,11111111110010000100000
'12:34.431',-0.185,0.12,11111111110000110110000
'12:34.433',-0.18,0.13,11111111110001010000000
'12:34.436',-0.17,0.13,11111111110010000100000
'12:34.439',-0.155,0.165,11111111110011010010000
'12:34.442',-0.145,0.14,11111111110100000110000
'12:34.444',-0.15,0.125,11111111110011101100000
'12:34.447',-0.17,0.105,11111111110010000100000
'12:34.450',-0.17,0.125,11111111110010000100000
'12:34.453',-0.155,0.14,11111111110011010010000
'12:34.456',-0.15,0.15,11111111110011101100000
'12:34.458',-0.15,0.145,11111111110011101100000
'12:34.461',-0.15,0.135,11111111110011101100000
'12:34.464',-0.16,0.12,11111111110010111000000
'12:34.467',-0.15,0.115,11111111110011101100000
'12:34.469',-0.145,0.135,11111111110100000110000
'12:34.472',-0.14,0.155,11111111110100100000000
'12:34.475',-0.125,0.155,11111111110101110000000
'12:34.478',-0.14,0.13,11111111110100100000000
'12:34.481',-0.15,0.13,11111111110011101100000
'12:34.483',-0.135,0.14,11111111110100111100000
'12:34.486',-0.135,0.16,11111111110100111100000
'12:34.489',-0.13,0.195,11111111110101010110000
'12:34.492',-0.155,0.215,11111111110011010010000
'12:34.494',-0.19,0.21,11111111110000011010000
'12:34.497',-0.225,0.195,11111111101101100100000
'12:34.500',-0.265,0.18,11111111101010010010000
'12:34.503',-0.3,0.15,11111111100111011010000
'12:34.506',-0.26,0.07,11111111101010101100000
'12:34.508',-0.2,-0.075,11111111101111100110000
'12:34.511',-0.11,-0.25,11111111110110111110000
'12:34.514',-0.005,-0.37,11111111111111100100000
'12:34.517',0.16,-0.465,00000000001101000110000
'12:34.519',0.37,-0.515,00000000011110010010000
'12:34.522',0.56,-0.53,00000000101101111000000
'12:34.525',0.685,-0.5,00000000111000000110000
'12:34.528',0.695,-0.45,00000000111000111010000
'12:34.531',0.57,-0.35,00000000101110101100000
'12:34.533',0.39,-0.22,00000000011111111100000
'12:34.536',0.21,-0.08,00000000010001001100000
'12:34.539',0.11,0.055,00000000001001000000000
'12:34.542',0.055,0.14,00000000000100100000000
'12:34.544',0.05,0.19,00000000000100000110000
'12:34.547',0.035,0.195,00000000000010110110000
'12:34.550',0,0.19,00000000000000000000000
'12:34.553',-0.005,0.2,11111111111111100100000
'12:34.556',0.015,0.215,00000000000001001110000
'12:34.558',-0.01,0.21,11111111111111001010000
'12:34.561',-0.025,0.195,11111111111101111100000
'12:34.564',-0.045,0.18,11111111111100010100000
'12:34.567',-0.045,0.19,11111111111100010100000
'12:34.569',-0.03,0.195,11111111111101100010000
'12:34.572',-0.015,0.21,11111111111110110000000
'12:34.575',-0.01,0.18,11111111111111001010000
'12:34.578',-0.02,0.155,11111111111110010110000
'12:34.581',-0.035,0.145,11111111111101001000000
'12:34.583',-0.045,0.15,11111111111100010100000
'12:34.586',-0.035,0.16,11111111111101001000000
'12:34.589',-0.04,0.165,11111111111100101110000
'12:34.592',-0.04,0.17,11111111111100101110000
'12:34.594',-0.04,0.14,11111111111100101110000
'12:34.597',-0.04,0.13,11111111111100101110000
'12:34.600',-0.045,0.145,11111111111100010100000
'12:34.603',-0.065,0.15,11111111111010101010000
'12:34.606',-0.03,0.17,11111111111101100010000
'12:34.608',-0.06,0.175,11111111111011000100000
'12:34.611',-0.085,0.165,11111111111001000010000
'12:34.614',-0.12,0.165,11111111110110001010000
'12:34.617',-0.125,0.185,11111111110101110000000
'12:34.619',-0.115,0.205,11111111110110100100000
'12:34.622',-0.095,0.23,11111111111000001100000
'12:34.625',-0.105,0.22,11111111110111011000000
'12:34.628',-0.12,0.215,11111111110110001010000
'12:34.631',-0.125,0.19,11111111110101110000000
'12:34.633',-0.13,0.195,11111111110101010110000
'12:34.636',-0.105,0.19,11111111110111011000000
'12:34.639',-0.095,0.205,11111111111000001100000
'12:34.642',-0.1,0.18,11111111110111110010000
'12:34.644',-0.135,0.185,11111111110100111100000
'12:34.647',-0.14,0.15,11111111110100100000000
'12:34.650',-0.165,0.155,11111111110010011110000
'12:34.653',-0.15,0.155,11111111110011101100000
'12:34.656',-0.14,0.16,11111111110100100000000
