'Elapsed time','MLII','V1',
'13:23.086',0.155,-0.01,00000000001100101100000
'13:23.089',0.045,0.075,00000000000011101010000
'13:23.092',-0.04,0.125,11111111111100101110000
'13:23.094',-0.075,0.125,11111111111001110110000
'13:23.097',-0.13,0.07,11111111110101010110000
'13:23.100',-0.185,0.025,11111111110000110110000
'13:23.103',-0.285,-0.005,11111111101000101000000
'13:23.106',-0.355,-0.005,11111111100010111010000
'13:23.108',-0.38,-0.01,11111111100000110110000
'13:23.111',-0.39,0.01,11111111100000000010000
'13:23.114',-0.39,0.035,11111111100000000010000
'13:23.117',-0.355,0.06,11111111100010111010000
'13:23.119',-0.335,0.09,11111111100100100010000
'13:23.122',-0.32,0.12,11111111100101110010000
'13:23.125',-0.31,0.15,11111111100110100110000
'13:23.128',-0.275,0.15,11111111101001011110000
'13:23.131',-0.245,0.15,11111111101011111010000
'13:23.133',-0.23,0.12,11111111101101001010000
'13:23.136',-0.195,0.11,11111111110000000000000
'13:23.139',-0.205,0.095,11111111101111001100000
'13:23.142',-0.21,0.11,11111111101110110010000
'13:23.144',-0.175,0.13,11111111110001101010000
'13:23.147',-0.15,0.18,11111111110011101100000
'13:23.150',-0.135,0.22,11111111110100111100000
'13:23.153',-0.145,0.235,11111111110100000110000
'13:23.156',-0.155,0.17,11111111110011010010000
'13:23.158',-0.165,0.1,11111111110010011110000
'13:23.161',-0.14,0.02,11111111110100100000000
'13:23.164',-0.12,0.005,11111111110110001010000
'13:23.167',-0.105,0.01,11111111110111011000000
'13:23.169',-0.145,0.04,11111111110100000110000
'13:23.172',-0.15,0.055,11111111110011101100000
'13:23.175',-0.165,0.1,11111111110010011110000
'13:23.178',-0.15,0.13,11111111110011101100000
'13:23.181',-0.15,0.13,11111111110011101100000
'13:23.183',-0.15,0.095,11111111110011101100000
'13:23.186',-0.165,0.05,11111111110010011110000
'13:23.189',-0.18,0.035,11111111110001010000000
'13:23.192',-0.18,0.05,11111111110001010000000
'13:23.194',-0.165,0.095,11111111110010011110000
'13:23.197',-0.15,0.13,11111111110011101100000
'13:23.200',-0.15,0.11,11111111110011101100000
'13:23.203',-0.18,0.08,11111111110001010000000
'13:23.206',-0.21,0.05,11111111101110110010000
'13:23.208',-0.225,0.06,11111111101101100100000
'13:23.211',-0.205,0.075,11111111101111001100000
'13:23.214',-0.19,0.075,11111111110000011010000
'13:23.217',-0.185,0.07,11111111110000110110000
'13:23.219',-0.2,0.05,11111111101111100110000
'13:23.222',-0.215,0.065,11111111101110011000000
'13:23.225',-0.22,0.1,11111111101101111110000
'13:23.228',-0.215,0.1,11111111101110011000000
'13:23.231',-0.205,0.105,11111111101111001100000
'13:23.233',-0.195,0.085,11111111110000000000000
'13:23.236',-0.205,0.09,11111111101111001100000
'13:23.239',-0.225,0.06,11111111101101100100000
'13:23.242',-0.25,0.045,11111111101011100000000
'13:23.244',-0.245,0.01,11111111101011111010000
'13:23.247',-0.24,0.005,11111111101100010100000
'13:23.250',-0.235,0.02,11111111101100101110000
'13:23.253',-0.235,0.04,11111111101100101110000
'13:23.256',-0.27,0.06,11111111101001111000000
'13:23.258',-0.27,0.065,11111111101001111000000
'13:23.261',-0.265,0.075,11111111101010010010000
'13:23.264',-0.265,0.085,11111111101010010010000
'13:23.267',-0.26,0.1,11111111101010101100000
'13:23.269',-0.275,0.095,11111111101001011110000
'13:23.272',-0.29,0.08,11111111101000001110000
'13:23.275',-0.31,0.07,11111111100110100110000
'13:23.278',-0.325,0.07,11111111100101011000000
'13:23.281',-0.325,0.075,11111111100101011000000
'13:23.283',-0.345,0.08,11111111100011101110000
'13:23.286',-0.375,0.05,11111111100001010000000
'13:23.289',-0.4,0.03,11111111011111001110000
'13:23.292',-0.405,0.045,11111111011110110100000
'13:23.294',-0.425,0.065,11111111011101001010000
'13:23.297',-0.445,0.095,11111111011011100010000
'13:23.300',-0.475,0.11,11111111011001000100000
'13:23.303',-0.505,0.095,11111111010110101000000
'13:23.306',-0.515,0.08,11111111010101110010000
'13:23.308',-0.54,0.055,11111111010011110000000
'13:23.311',-0.545,0.025,11111111010011010110000
'13:23.314',-0.565,0.005,11111111010001101100000
'13:23.317',-0.565,0.005,11111111010001101100000
'13:23.319',-0.585,0.02,11111111010000000100000
'13:23.322',-0.585,0.03,11111111010000000100000
'13:23.325',-0.585,0.035,11111111010000000100000
'13:23.328',-0.555,0.06,11111111010010100010000
'13:23.331',-0.525,0.105,11111111010100111110000
'13:23.333',-0.505,0.115,11111111010110101000000
'13:23.336',-0.495,0.13,11111111010111011100000
'13:23.339',-0.49,0.15,11111111010111110110000
'13:23.342',-0.465,0.165,11111111011001111010000
'13:23.344',-0.415,0.16,11111111011110000000000
'13:23.347',-0.37,0.125,11111111100001101100000
'13:23.350',-0.36,0.1,11111111100010100000000
'13:23.353',-0.32,0.085,11111111100101110010000
'13:23.356',-0.33,0.115,11111111100100111100000
'13:23.358',-0.315,0.12,11111111100110001100000
'13:23.361',-0.305,0.105,11111111100111000000000
'13:23.364',-0.28,0.11,11111111101001000010000
'13:23.367',-0.245,0.12,11111111101011111010000
'13:23.369',-0.225,0.13,11111111101101100100000
'13:23.372',-0.21,0.125,11111111101110110010000
'13:23.375',-0.195,0.125,11111111110000000000000
'13:23.378',-0.18,0.14,11111111110001010000000
'13:23.381',-0.175,0.125,11111111110001101010000
'13:23.383',-0.18,0.085,11111111110001010000000
'13:23.386',-0.21,0.055,11111111101110110010000
'13:23.389',-0.22,-0.005,11111111101101111110000
'13:23.392',-0.23,-0.055,11111111101101001010000
'13:23.394',-0.195,-0.065,11111111110000000000000
'13:23.397',-0.17,-0.06,11111111110010000100000
'13:23.400',-0.175,-0.025,11111111110001101010000
'13:23.403',-0.175,0.005,11111111110001101010000
'13:23.406',-0.205,0.02,11111111101111001100000
'13:23.408',-0.22,0.045,11111111101101111110000
'13:23.411',-0.22,0.04,11111111101101111110000
'13:23.414',-0.22,0.05,11111111101101111110000
'13:23.417',-0.215,0.04,11111111101110011000000
'13:23.419',-0.23,0.02,11111111101101001010000
'13:23.422',-0.235,0.005,11111111101100101110000
'13:23.425',-0.23,0.015,11111111101101001010000
'13:23.428',-0.22,0.02,11111111101101111110000
'13:23.431',-0.215,0.03,11111111101110011000000
'13:23.433',-0.205,0.01,11111111101111001100000
'13:23.436',-0.215,-0.005,11111111101110011000000
'13:23.439',-0.235,-0.025,11111111101100101110000
'13:23.442',-0.245,-0.015,11111111101011111010000
'13:23.444',-0.235,0,11111111101100101110000
'13:23.447',-0.235,0.025,11111111101100101110000
'13:23.450',-0.24,0.03,11111111101100010100000
'13:23.453',-0.23,0.035,11111111101101001010000
'13:23.456',-0.245,0.045,11111111101011111010000
'13:23.458',-0.255,0.015,11111111101011000110000
'13:23.461',-0.255,0.015,11111111101011000110000
'13:23.464',-0.26,0.015,11111111101010101100000
'13:23.467',-0.255,0.025,11111111101011000110000
'13:23.469',-0.25,0.025,11111111101011100000000
'13:23.472',-0.275,0.005,11111111101001011110000
'13:23.475',-0.27,-0.02,11111111101001111000000
'13:23.478',-0.25,-0.015,11111111101011100000000
'13:23.481',-0.235,0.01,11111111101100101110000
'13:23.483',-0.23,0.015,11111111101101001010000
'13:23.486',-0.235,0.02,11111111101100101110000
'13:23.489',-0.25,0.01,11111111101011100000000
'13:23.492',-0.26,-0.015,11111111101010101100000
'13:23.494',-0.25,-0.02,11111111101011100000000
'13:23.497',-0.25,-0.025,11111111101011100000000
'13:23.500',-0.265,-0.05,11111111101010010010000
'13:23.503',-0.28,-0.045,11111111101001000010000
'13:23.506',-0.315,-0.045,11111111100110001100000
'13:23.508',-0.325,-0.03,11111111100101011000000
'13:23.511',-0.335,-0.01,11111111100100100010000
'13:23.514',-0.345,0.01,11111111100011101110000
'13:23.517',-0.37,0.02,11111111100001101100000
'13:23.519',-0.405,-0.005,11111111011110110100000
'13:23.522',-0.425,-0.03,11111111011101001010000
'13:23.525',-0.455,-0.04,11111111011010101110000
'13:23.528',-0.45,-0.035,11111111011011001000000
'13:23.531',-0.44,-0.015,11111111011011111100000
'13:23.533',-0.46,0.025,11111111011010010100000
'13:23.536',-0.47,0.045,11111111011001011110000
'13:23.539',-0.495,0.055,11111111010111011100000
'13:23.542',-0.51,0.045,11111111010110001110000
'13:23.544',-0.505,0.02,11111111010110101000000
'13:23.547',-0.48,0.005,11111111011000101010000
'13:23.550',-0.47,-0.035,11111111011001011110000
'13:23.553',-0.455,-0.07,11111111011010101110000
'13:23.556',-0.45,-0.075,11111111011011001000000
'13:23.558',-0.41,-0.04,11111111011110011010000
'13:23.561',-0.385,0.03,11111111100000011100000
'13:23.564',-0.36,0.09,11111111100010100000000
'13:23.567',-0.335,0.115,11111111100100100010000
'13:23.569',-0.325,0.11,11111111100101011000000
'13:23.572',-0.315,0.075,11111111100110001100000
'13:23.575',-0.3,0.05,11111111100111011010000
'13:23.578',-0.29,0.03,11111111101000001110000
'13:23.581',-0.29,0.035,11111111101000001110000
'13:23.583',-0.305,0.055,11111111100111000000000
'13:23.586',-0.3,0.07,11111111100111011010000
'13:23.589',-0.29,0.055,11111111101000001110000
'13:23.592',-0.275,0.07,11111111101001011110000
'13:23.594',-0.245,0.075,11111111101011111010000
'13:23.597',-0.215,0.08,11111111101110011000000
'13:23.600',-0.19,0.065,11111111110000011010000
'13:23.603',-0.195,0.045,11111111110000000000000
'13:23.606',-0.205,0.04,11111111101111001100000
'13:23.608',-0.2,0.065,11111111101111100110000
'13:23.611',-0.195,0.085,11111111110000000000000
'13:23.614',-0.18,0.105,11111111110001010000000
'13:23.617',-0.185,0.13,11111111110000110110000
'13:23.619',-0.195,0.155,11111111110000000000000
'13:23.622',-0.215,0.155,11111111101110011000000
'13:23.625',-0.22,0.15,11111111101101111110000
'13:23.628',-0.22,0.13,11111111101101111110000
'13:23.631',-0.215,0.08,11111111101110011000000
'13:23.633',-0.245,-0.08,11111111101011111010000
'13:23.636',-0.25,-0.315,11111111101011100000000
'13:23.639',-0.225,-0.535,11111111101101100100000
'13:23.642',-0.13,-0.69,11111111110101010110000
'13:23.644',0.015,-0.73,00000000000001001110000
'13:23.647',0.215,-0.69,00000000010001100110000
'13:23.650',0.38,-0.615,00000000011111001000000
'13:23.653',0.5,-0.555,00000000101000111100000
'13:23.656',0.495,-0.47,00000000101000100010000
'13:23.658',0.32,-0.37,00000000011010001100000
'13:23.661',-0.01,-0.255,11111111111111001010000
'13:23.664',-0.32,-0.135,11111111100101110010000
'13:23.667',-0.5,-0.01,11111111010111000010000
'13:23.669',-0.535,0.065,11111111010100001010000
'13:23.672',-0.46,0.065,11111111011010010100000
'13:23.675',-0.35,0.055,11111111100011010100000
'13:23.678',-0.245,0.05,11111111101011111010000
'13:23.681',-0.215,0.07,11111111101110011000000
'13:23.683',-0.215,0.065,11111111101110011000000
'13:23.686',-0.25,0.075,11111111101011100000000
'13:23.689',-0.27,0.09,11111111101001111000000
'13:23.692',-0.28,0.09,11111111101001000010000
'13:23.694',-0.27,0.065,11111111101001111000000
'13:23.697',-0.26,0.025,11111111101010101100000
'13:23.700',-0.265,-0.015,11111111101010010010000
'13:23.703',-0.285,-0.035,11111111101000101000000
'13:23.706',-0.285,-0.01,11111111101000101000000
'13:23.708',-0.28,0.025,11111111101001000010000
'13:23.711',-0.28,0.06,11111111101001000010000
'13:23.714',-0.28,0.07,11111111101001000010000
'13:23.717',-0.275,0.055,11111111101001011110000
'13:23.719',-0.285,0.02,11111111101000101000000
'13:23.722',-0.305,-0.02,11111111100111000000000
'13:23.725',-0.32,-0.03,11111111100101110010000
'13:23.728',-0.325,-0.015,11111111100101011000000
'13:23.731',-0.31,-0.01,11111111100110100110000
'13:23.733',-0.305,0.02,11111111100111000000000
'13:23.736',-0.3,0.01,11111111100111011010000
'13:23.739',-0.335,0,11111111100100100010000
'13:23.742',-0.36,-0.01,11111111100010100000000
'13:23.744',-0.37,-0.015,11111111100001101100000
'13:23.747',-0.375,0.005,11111111100001010000000
'13:23.750',-0.39,0.015,11111111100000000010000
'13:23.753',-0.4,0.015,11111111011111001110000
'13:23.756',-0.425,0.025,11111111011101001010000
'13:23.758',-0.43,0.035,11111111011100110000000
'13:23.761',-0.435,0.04,11111111011100010110000
'13:23.764',-0.455,0.03,11111111011010101110000
'13:23.767',-0.465,0.02,11111111011001111010000
'13:23.769',-0.485,0.005,11111111011000010000000
'13:23.772',-0.5,-0.015,11111111010111000010000
'13:23.775',-0.485,-0.01,11111111011000010000000
'13:23.778',-0.46,0,11111111011010010100000
'13:23.781',-0.415,0.015,11111111011110000000000
'13:23.783',-0.38,0.025,11111111100000110110000
'13:23.786',-0.355,0.045,11111111100010111010000
'13:23.789',-0.36,0.07,11111111100010100000000
'13:23.792',-0.37,0.095,11111111100001101100000
'13:23.794',-0.335,0.105,11111111100100100010000
'13:23.797',-0.29,0.135,11111111101000001110000
'13:23.800',-0.26,0.15,11111111101010101100000
'13:23.803',-0.25,0.145,11111111101011100000000
'13:23.806',-0.26,0.145,11111111101010101100000
'13:23.808',-0.24,0.13,11111111101100010100000
'13:23.811',-0.215,0.145,11111111101110011000000
'13:23.814',-0.2,0.165,11111111101111100110000
'13:23.817',-0.17,0.155,11111111110010000100000
'13:23.819',-0.165,0.12,11111111110010011110000
'13:23.822',-0.185,0.1,11111111110000110110000
'13:23.825',-0.19,0.11,11111111110000011010000
'13:23.828',-0.19,0.115,11111111110000011010000
'13:23.831',-0.18,0.13,11111111110001010000000
'13:23.833',-0.175,0.115,11111111110001101010000
'13:23.836',-0.185,0.09,11111111110000110110000
'13:23.839',-0.2,0.065,11111111101111100110000
'13:23.842',-0.215,0.055,11111111101110011000000
'13:23.844',-0.21,0.075,11111111101110110010000
'13:23.847',-0.205,0.095,11111111101111001100000
'13:23.850',-0.21,0.095,11111111101110110010000
'13:23.853',-0.215,0.09,11111111101110011000000
'13:23.856',-0.23,0.07,11111111101101001010000
'13:23.858',-0.24,0.045,11111111101100010100000
'13:23.861',-0.235,0.04,11111111101100101110000
'13:23.864',-0.26,0.05,11111111101010101100000
'13:23.867',-0.27,0.06,11111111101001111000000
'13:23.869',-0.29,0.06,11111111101000001110000
'13:23.872',-0.29,0.065,11111111101000001110000
'13:23.875',-0.3,0.08,11111111100111011010000
'13:23.878',-0.305,0.08,11111111100111000000000
'13:23.881',-0.29,0.065,11111111101000001110000
'13:23.883',-0.3,0.005,11111111100111011010000
'13:23.886',-0.32,-0.03,11111111100101110010000
'13:23.889',-0.36,-0.04,11111111100010100000000
'13:23.892',-0.38,-0.02,11111111100000110110000
'13:23.894',-0.365,0.015,11111111100010000110000
'13:23.897',-0.37,0.06,11111111100001101100000
'13:23.900',-0.365,0.065,11111111100010000110000
'13:23.903',-0.375,0.04,11111111100001010000000
'13:23.906',-0.4,0.035,11111111011111001110000
'13:23.908',-0.42,0.04,11111111011101100100000
'13:23.911',-0.41,0.055,11111111011110011010000
'13:23.914',-0.415,0.065,11111111011110000000000
'13:23.917',-0.41,0.075,11111111011110011010000
'13:23.919',-0.43,0.08,11111111011100110000000
'13:23.922',-0.45,0.08,11111111011011001000000
'13:23.925',-0.445,0.085,11111111011011100010000
'13:23.928',-0.445,0.07,11111111011011100010000
'13:23.931',-0.43,0.05,11111111011100110000000
'13:23.933',-0.42,0.04,11111111011101100100000
'13:23.936',-0.43,0.04,11111111011100110000000
'13:23.939',-0.445,0.045,11111111011011100010000
'13:23.942',-0.45,0.07,11111111011011001000000
'13:23.944',-0.445,0.07,11111111011011100010000
'13:23.947',-0.43,0.055,11111111011100110000000
'13:23.950',-0.43,0.035,11111111011100110000000
'13:23.953',-0.445,0,11111111011011100010000
'13:23.956',-0.465,0.005,11111111011001111010000
'13:23.958',-0.485,0.035,11111111011000010000000
'13:23.961',-0.45,0.055,11111111011011001000000
'13:23.964',-0.43,0.065,11111111011100110000000
'13:23.967',-0.445,0.05,11111111011011100010000
'13:23.969',-0.46,0.005,11111111011010010100000
'13:23.972',-0.485,-0.05,11111111011000010000000
'13:23.975',-0.48,-0.07,11111111011000101010000
'13:23.978',-0.485,-0.045,11111111011000010000000
'13:23.981',-0.505,0,11111111010110101000000
'13:23.983',-0.51,-0.005,11111111010110001110000
'13:23.986',-0.54,-0.015,11111111010011110000000
'13:23.989',-0.555,-0.07,11111111010010100010000
'13:23.992',-0.57,-0.09,11111111010001010010000
'13:23.994',-0.59,-0.08,11111111001111101010000
'13:23.997',-0.565,-0.055,11111111010001101100000
'13:24.000',-0.57,-0.055,11111111010001010010000
'13:24.003',-0.565,-0.03,11111111010001101100000
'13:24.006',-0.55,-0.02,11111111010010111100000
'13:24.008',-0.53,0.02,11111111010100100100000
'13:24.011',-0.49,0.045,11111111010111110110000
'13:24.014',-0.45,0.07,11111111011011001000000
'13:24.017',-0.42,0.075,11111111011101100100000
'13:24.019',-0.4,0.075,11111111011111001110000
'13:24.022',-0.385,0.07,11111111100000011100000
'13:24.025',-0.35,0.085,11111111100011010100000
'13:24.028',-0.295,0.1,11111111100111110100000
'13:24.031',-0.25,0.095,11111111101011100000000
'13:24.033',-0.225,0.095,11111111101101100100000
'13:24.036',-0.225,0.095,11111111101101100100000
'13:24.039',-0.225,0.075,11111111101101100100000
'13:24.042',-0.23,0.07,11111111101101001010000
'13:24.044',-0.22,0.08,11111111101101111110000
'13:24.047',-0.21,0.075,11111111101110110010000
'13:24.050',-0.19,0.075,11111111110000011010000
'13:24.053',-0.18,0.065,11111111110001010000000
'13:24.056',-0.195,0.06,11111111110000000000000
'13:24.058',-0.205,0.065,11111111101111001100000
'13:24.061',-0.21,0.07,11111111101110110010000
'13:24.064',-0.19,0.08,11111111110000011010000
'13:24.067',-0.18,0.065,11111111110001010000000
'13:24.069',-0.185,0.05,11111111110000110110000
'13:24.072',-0.205,0.05,11111111101111001100000
'13:24.075',-0.21,0.08,11111111101110110010000
'13:24.078',-0.215,0.105,11111111101110011000000
'13:24.081',-0.205,0.145,11111111101111001100000
'13:24.083',-0.205,0.165,11111111101111001100000
'13:24.086',-0.195,0.145,11111111110000000000000
'13:24.089',-0.2,0.07,11111111101111100110000
'13:24.092',-0.19,0.02,11111111110000011010000
'13:24.094',-0.2,0,11111111101111100110000
'13:24.097',-0.18,0.03,11111111110001010000000
'13:24.100',-0.175,0.05,11111111110001101010000
'13:24.103',-0.185,0.055,11111111110000110110000
'13:24.106',-0.195,0.035,11111111110000000000000
'13:24.108',-0.215,0.025,11111111101110011000000
'13:24.111',-0.2,0.025,11111111101111100110000
'13:24.114',-0.19,0.02,11111111110000011010000
'13:24.117',-0.185,-0.01,11111111110000110110000
'13:24.119',-0.195,-0.01,11111111110000000000000
'13:24.122',-0.215,-0.01,11111111101110011000000
'13:24.125',-0.21,0,11111111101110110010000
'13:24.128',-0.19,0.02,11111111110000011010000
'13:24.131',-0.175,0.025,11111111110001101010000
'13:24.133',-0.185,0.03,11111111110000110110000
'13:24.136',-0.19,0.015,11111111110000011010000
'13:24.139',-0.21,0.015,11111111101110110010000
'13:24.142',-0.22,0.015,11111111101101111110000
'13:24.144',-0.205,0.025,11111111101111001100000
'13:24.147',-0.21,0.035,11111111101110110010000
'13:24.150',-0.2,0.025,11111111101111100110000
'13:24.153',-0.2,0.01,11111111101111100110000
'13:24.156',-0.21,0.02,11111111101110110010000
'13:24.158',-0.22,0.035,11111111101101111110000
'13:24.161',-0.22,0.065,11111111101101111110000
'13:24.164',-0.215,0.065,11111111101110011000000
'13:24.167',-0.22,0.03,11111111101101111110000
'13:24.169',-0.23,0.015,11111111101101001010000
'13:24.172',-0.245,0,11111111101011111010000
'13:24.175',-0.25,0.01,11111111101011100000000
'13:24.178',-0.265,0.03,11111111101010010010000
'13:24.181',-0.25,0.03,11111111101011100000000
'13:24.183',-0.255,0.025,11111111101011000110000
'13:24.186',-0.245,-0.005,11111111101011111010000
'13:24.189',-0.28,-0.02,11111111101001000010000
'13:24.192',-0.295,-0.005,11111111100111110100000
'13:24.194',-0.32,0.015,11111111100101110010000
'13:24.197',-0.345,0.04,11111111100011101110000
'13:24.200',-0.35,0.055,11111111100011010100000
'13:24.203',-0.365,0.05,11111111100010000110000
'13:24.206',-0.41,0.045,11111111011110011010000
'13:24.208',-0.425,0.03,11111111011101001010000
'13:24.211',-0.42,0.025,11111111011101100100000
'13:24.214',-0.435,0.025,11111111011100010110000
'13:24.217',-0.44,-0.005,11111111011011111100000
'13:24.219',-0.455,-0.045,11111111011010101110000
'13:24.222',-0.455,-0.07,11111111011010101110000
'13:24.225',-0.445,-0.06,11111111011011100010000
'13:24.228',-0.41,-0.005,11111111011110011010000
'13:24.231',-0.355,0.065,11111111100010111010000
'13:24.233',-0.33,0.125,11111111100100111100000
'13:24.236',-0.315,0.15,11111111100110001100000
'13:24.239',-0.315,0.14,11111111100110001100000
'13:24.242',-0.285,0.125,11111111101000101000000
'13:24.244',-0.24,0.095,11111111101100010100000
'13:24.247',-0.165,0.085,11111111110010011110000
'13:24.250',-0.13,0.075,11111111110101010110000
'13:24.253',-0.115,0.075,11111111110110100100000
'13:24.256',-0.115,0.09,11111111110110100100000
'13:24.258',-0.11,0.13,11111111110110111110000
'13:24.261',-0.095,0.165,11111111111000001100000
'13:24.264',-0.08,0.18,11111111111001011100000
'13:24.267',-0.07,0.14,11111111111010010000000
'13:24.269',-0.08,0.095,11111111111001011100000
'13:24.272',-0.12,0.065,11111111110110001010000
'13:24.275',-0.16,0.01,11111111110010111000000
'13:24.278',-0.155,-0.07,11111111110011010010000
'13:24.281',-0.12,-0.185,11111111110110001010000
'13:24.283',-0.005,-0.37,11111111111111100100000
'13:24.286',0.18,-0.56,00000000001110101110000
'13:24.289',0.385,-0.73,00000000011111100010000
'13:24.292',0.6,-0.775,00000000110001001000000
'13:24.294',0.76,-0.715,00000000111110010000000
'13:24.297',0.785,-0.6,00000001000000010010000
'13:24.300',0.615,-0.46,00000000110010011000000
'13:24.303',0.285,-0.34,00000000010111010110000
'13:24.306',-0.065,-0.235,11111111111010101010000
'13:24.308',-0.26,-0.105,11111111101010101100000
'13:24.311',-0.33,0.02,11111111100100111100000
'13:24.314',-0.275,0.105,11111111101001011110000
'13:24.317',-0.215,0.14,11111111101110011000000
'13:24.319',-0.14,0.145,11111111110100100000000
'13:24.322',-0.1,0.14,11111111110111110010000
'13:24.325',-0.1,0.165,11111111110111110010000
'13:24.328',-0.105,0.175,11111111110111011000000
'13:24.331',-0.105,0.175,11111111110111011000000
'13:24.333',-0.13,0.135,11111111110101010110000
'13:24.336',-0.145,0.12,11111111110100000110000
'13:24.339',-0.155,0.095,11111111110011010010000
'13:24.342',-0.155,0.095,11111111110011010010000
'13:24.344',-0.145,0.1,11111111110100000110000
'13:24.347',-0.135,0.12,11111111110100111100000
'13:24.350',-0.13,0.125,11111111110101010110000
'13:24.353',-0.13,0.115,11111111110101010110000
'13:24.356',-0.135,0.135,11111111110100111100000
'13:24.358',-0.15,0.16,11111111110011101100000
'13:24.361',-0.15,0.15,11111111110011101100000
'13:24.364',-0.135,0.115,11111111110100111100000
'13:24.367',-0.125,0.07,11111111110101110000000
'13:24.369',-0.14,0.04,11111111110100100000000
'13:24.372',-0.16,0.05,11111111110010111000000
'13:24.375',-0.17,0.05,11111111110010000100000
'13:24.378',-0.16,0.095,11111111110010111000000
'13:24.381',-0.145,0.1,11111111110100000110000
'13:24.383',-0.155,0.08,11111111110011010010000
'13:24.386',-0.15,0.05,11111111110011101100000
'13:24.389',-0.185,0.05,11111111110000110110000
'13:24.392',-0.18,0.065,11111111110001010000000
'13:24.394',-0.18,0.085,11111111110001010000000
'13:24.397',-0.17,0.105,11111111110010000100000
'13:24.400',-0.155,0.085,11111111110011010010000
'13:24.403',-0.165,0.06,11111111110010011110000
'13:24.406',-0.165,0.03,11111111110010011110000
'13:24.408',-0.175,0.015,11111111110001101010000
'13:24.411',-0.18,0.015,11111111110001010000000
'13:24.414',-0.18,0.045,11111111110001010000000
'13:24.417',-0.205,0.055,11111111101111001100000
'13:24.419',-0.19,0.045,11111111110000011010000
'13:24.422',-0.22,0.03,11111111101101111110000
'13:24.425',-0.215,0.02,11111111101110011000000
'13:24.428',-0.21,0.015,11111111101110110010000
'13:24.431',-0.235,0.035,11111111101100101110000
'13:24.433',-0.225,0.045,11111111101101100100000
'13:24.436',-0.245,0.05,11111111101011111010000
'13:24.439',-0.275,0.03,11111111101001011110000
'13:24.442',-0.295,0.02,11111111100111110100000
'13:24.444',-0.315,0.025,11111111100110001100000
'13:24.447',-0.32,0.04,11111111100101110010000
'13:24.450',-0.315,0.04,11111111100110001100000
'13:24.453',-0.32,0.03,11111111100101110010000
'13:24.456',-0.34,0.015,11111111100100001000000
'13:24.458',-0.355,0.015,11111111100010111010000
'13:24.461',-0.35,0.01,11111111100011010100000
'13:24.464',-0.33,0.015,11111111100100111100000
'13:24.467',-0.325,0.025,11111111100101011000000
'13:24.469',-0.345,0.025,11111111100011101110000
'13:24.472',-0.35,0.05,11111111100011010100000
'13:24.475',-0.34,0.105,11111111100100001000000
'13:24.478',-0.295,0.145,11111111100111110100000
'13:24.481',-0.25,0.175,11111111101011100000000
'13:24.483',-0.2,0.19,11111111101111100110000
'13:24.486',-0.175,0.21,11111111110001101010000
'13:24.489',-0.17,0.19,11111111110010000100000
'13:24.492',-0.13,0.195,11111111110101010110000
'13:24.494',-0.085,0.18,11111111111001000010000
'13:24.497',-0.065,0.165,11111111111010101010000
'13:24.500',-0.07,0.12,11111111111010010000000
'13:24.503',-0.095,0.085,11111111111000001100000
'13:24.506',-0.125,0.085,11111111110101110000000
'13:24.508',-0.13,0.1,11111111110101010110000
'13:24.511',-0.135,0.13,11111111110100111100000
'13:24.514',-0.13,0.135,11111111110101010110000
'13:24.517',-0.115,0.115,11111111110110100100000
'13:24.519',-0.14,0.095,11111111110100100000000
'13:24.522',-0.17,0.09,11111111110010000100000
'13:24.525',-0.175,0.085,11111111110001101010000
'13:24.528',-0.175,0.105,11111111110001101010000
'13:24.531',-0.18,0.14,11111111110001010000000
'13:24.533',-0.19,0.15,11111111110000011010000
'13:24.536',-0.2,0.145,11111111101111100110000
'13:24.539',-0.23,0.125,11111111101101001010000
'13:24.542',-0.235,0.105,11111111101100101110000
'13:24.544',-0.23,0.08,11111111101101001010000
'13:24.547',-0.22,0.075,11111111101101111110000
'13:24.550',-0.23,0.09,11111111101101001010000
'13:24.553',-0.235,0.095,11111111101100101110000
'13:24.556',-0.255,0.095,11111111101011000110000
'13:24.558',-0.27,0.115,11111111101001111000000
'13:24.561',-0.265,0.115,11111111101010010010000
'13:24.564',-0.265,0.085,11111111101010010010000
'13:24.567',-0.26,0.07,11111111101010101100000
'13:24.569',-0.255,0.035,11111111101011000110000
'13:24.572',-0.27,0.04,11111111101001111000000
'13:24.575',-0.28,0.03,11111111101001000010000
'13:24.578',-0.28,0.04,11111111101001000010000
'13:24.581',-0.265,0.055,11111111101010010010000
'13:24.583',-0.27,0.055,11111111101001111000000
'13:24.586',-0.275,0.045,11111111101001011110000
'13:24.589',-0.28,0.035,11111111101001000010000
'13:24.592',-0.305,0.05,11111111100111000000000
'13:24.594',-0.3,0.055,11111111100111011010000
'13:24.597',-0.29,0.065,11111111101000001110000
'13:24.600',-0.29,0.055,11111111101000001110000
'13:24.603',-0.295,0.025,11111111100111110100000
'13:24.606',-0.295,0.025,11111111100111110100000
'13:24.608',-0.32,0.055,11111111100101110010000
'13:24.611',-0.31,0.08,11111111100110100110000
'13:24.614',-0.3,0.12,11111111100111011010000
'13:24.617',-0.295,0.135,11111111100111110100000
'13:24.619',-0.285,0.11,11111111101000101000000
'13:24.622',-0.315,0.07,11111111100110001100000
'13:24.625',-0.315,0.035,11111111100110001100000
'13:24.628',-0.31,-0.005,11111111100110100110000
